Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
30.0	[M-H-CH3]-	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"407","main.cluster index_upperinput":"407"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=124&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	415.7000	415.7000	0	N/A	N/A	236245.38503713935	12	407	124	358.3409	12	-340.3100	-1	342.3100	236245.38503713935
32.0	[M-H-C6H8O6]-	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"177","main.cluster index_upperinput":"177"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=184&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	416.3000	416.3000	0	N/A	N/A	223741.1090788576	10	177	184	448.3165	10	-269.2710	-1	271.2710	223741.1090788576
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"841","main.cluster index_upperinput":"841"}	This Node is a Singleton	N/A	N/A	N/A	 	416.6000	416.6000	0	N/A	N/A	217206.2418167501	19	841	-1	 	19	-564.1570	-1	566.1570	217206.2418167501
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"837","main.cluster index_upperinput":"837"}	This Node is a Singleton	InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1	Epigallocatechin gallate - 40eV	0.84473	 	422.0000	422.0000	0	c1c(cc(c(c1O)O)O)[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)OC(=O)c4cc(c(c(c4)O)O)O	CCMSLIB00004684048	181500.62928107698	18	837	-1	 	18	-561.1350	-1	563.1350	181500.62928107698
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"751","main.cluster index_upperinput":"751"}	This Node is a Singleton	N/A	N/A	N/A	 	421.7000	421.7000	0	N/A	N/A	165525.474177856	7	751	-1	 	7	-492.0640	-1	494.0640	165525.474177856
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"449","main.cluster index_upperinput":"449"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	417.2000	417.2000	0	N/A	N/A	162192.4666023164	15	449	9	 	15	-357.1050	-1	359.1050	162192.4666023164
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"413","main.cluster index_upperinput":"413"}	This Node is a Singleton	N/A	N/A	N/A	 	416.5000	416.5000	0	N/A	N/A	160175.23622718704	16	413	-1	 	16	-341.0790	-1	343.0790	160175.23622718704
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"573","main.cluster index_upperinput":"573"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=124&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	417.6000	417.6000	0	N/A	N/A	156119.5460708923	7	573	124	 	7	-416.1280	-1	418.1280	156119.5460708923
34.0	[M-H]-	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"990","main.cluster index_upperinput":"990"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	416.8000	416.8000	0	N/A	N/A	136373.4231125706	10	990	17	652.2143	10	-649.2140	-1	651.2140	136373.4231125706
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"473","main.cluster index_upperinput":"473"}	This Node is a Singleton	N/A	N/A	N/A	 	417.1000	417.1000	0	N/A	N/A	103511.4452706272	7	473	-1	 	7	-376.9630	-1	378.9630	103511.4452706272
 	 	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"427","main.cluster index_upperinput":"427"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	418.6000	418.6000	0	N/A	N/A	90171.61737759487	10	427	31	 	10	-350.0200	-1	352.0200	90171.61737759487
34.0	[M+Cl]-	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1010","main.cluster index_upperinput":"1010"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	416.2000	416.2000	0	N/A	N/A	79642.20499284726	14	1010	17	652.2143	14	-685.1730	-1	687.1730	79642.20499284726
31.0	[M+Cl+CF3COOH]-	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"843","main.cluster index_upperinput":"843"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	417.1000	417.1000	0	N/A	N/A	69136.40967034333	6	843	20	418.1804	6	-565.1430	-1	567.1430	69136.40967034333
33.0	[M-H-C6H10O4]-	8	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"280","main.cluster index_upperinput":"280"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=130&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	417.8000	417.8000	0	N/A	N/A	36155.976057013584	6	280	130	448.5808	6	-299.5120	-1	301.5120	36155.976057013584
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"887","main.cluster index_upperinput":"887"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=72&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	531.5000	531.5000	0	N/A	N/A	8846752.150970763	18	887	72	 	18	-577.1700	-1	579.1700	8846752.150970763
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"888","main.cluster index_upperinput":"888"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=72&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	529.7000	529.7000	0	N/A	N/A	3530457.5489830854	13	888	72	 	13	-577.4810	-1	579.4810	3530457.5489830854
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"975","main.cluster index_upperinput":"975"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	532.5000	532.5000	0	N/A	N/A	2020646.685915625	18	975	22	 	18	-627.1870	-1	629.1870	2020646.685915625
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"210","main.cluster index_upperinput":"210"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	529.0000	529.0000	0	N/A	N/A	1055534.0805984768	13	210	14	 	13	-283.1640	-1	285.1640	1055534.0805984768
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"889","main.cluster index_upperinput":"889"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=72&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	528.8000	528.8000	0	N/A	N/A	1039194.2363161144	8	889	72	 	8	-577.7680	-1	579.7680	1039194.2363161144
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"890","main.cluster index_upperinput":"890"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=124&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	529.2000	529.2000	0	N/A	N/A	979455.467990229	8	890	124	 	8	-578.0310	-1	580.0310	979455.467990229
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"898","main.cluster index_upperinput":"898"}	This Node is a Singleton	N/A	N/A	N/A	 	527.9000	527.9000	0	N/A	N/A	737044.6939571701	21	898	-1	 	21	-581.1100	-1	583.1100	737044.6939571701
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"891","main.cluster index_upperinput":"891"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=124&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	528.2000	528.2000	0	N/A	N/A	661909.9843876802	13	891	124	 	13	-578.1740	-1	580.1740	661909.9843876802
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"896","main.cluster index_upperinput":"896"}	This Node is a Singleton	N/A	N/A	N/A	 	529.0000	529.0000	0	N/A	N/A	646486.9268862365	13	896	-1	 	13	-579.1800	-1	581.1800	646486.9268862365
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"213","main.cluster index_upperinput":"213"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	528.7000	528.7000	0	N/A	N/A	430414.20583002584	9	213	31	 	9	-283.4610	-1	285.4610	430414.20583002584
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"976","main.cluster index_upperinput":"976"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=a01316aea6d8420bb67d2b41576556d3&show=true	1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2	Massbank:PR306419 (-)-Epicatechin	0.747676	 	532.5000	532.5000	0	OC1CC2=C(O)C=C(O)C=C2OC1C1=CC(O)=C(O)C=C1	CCMSLIB00005739942	379530.2207134618	15	976	22	 	15	-627.5080	-1	629.5080	379530.2207134618
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"977","main.cluster index_upperinput":"977"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=10&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	532.4000	532.4000	0	N/A	N/A	364991.52224203234	15	977	10	 	15	-628.1900	-1	630.1900	364991.52224203234
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"920","main.cluster index_upperinput":"920"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=107&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	534.0000	534.0000	0	N/A	N/A	289518.8146811997	15	920	107	 	15	-591.1680	-1	593.1680	289518.8146811997
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"892","main.cluster index_upperinput":"892"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	527.9000	527.9000	0	N/A	N/A	273941.9398548128	7	892	8	 	7	-578.3880	-1	580.3880	273941.9398548128
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"221","main.cluster index_upperinput":"221"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=a01316aea6d8420bb67d2b41576556d3&show=true	InChI=1S/C21H20O12/c1-6-14(26)17(29)18(30)21(31-6)33-20-16(28)13-9(23)4-8(22)5-12(13)32-19(20)7-2-10(24)15(27)11(25)3-7/h2-6,14,17-18,21-27,29-30H,1H3/t6-,14-,17+,18+,21-/m0/s1	Myricitrin	0.8933540000000001	 	527.7000	527.7000	0	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O	CCMSLIB00004684244	260027.33559588622	7	221	2	 	7	-284.1690	-1	286.1690	260027.33559588622
52.0	[M-H-H2O]-	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"845","main.cluster index_upperinput":"845"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=49&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	528.8000	528.8000	0	N/A	N/A	181490.19961569598	14	845	49	588.1922	14	-567.1680	-1	569.1680	181490.19961569598
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"897","main.cluster index_upperinput":"897"}	This Node is a Singleton	N/A	N/A	N/A	 	527.6000	527.6000	0	N/A	N/A	99628.84032268691	8	897	-1	 	8	-580.1820	-1	582.1820	99628.84032268691
50.0	[M+Cl]-	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"928","main.cluster index_upperinput":"928"}	This Node is a Singleton	N/A	N/A	N/A	 	534.1000	534.1000	0	N/A	N/A	68961.7515737662	14	928	-1	564.2083	14	-597.1790	-1	599.1790	68961.7515737662
 	 	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"893","main.cluster index_upperinput":"893"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=8&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	527.7000	527.7000	0	N/A	N/A	65371.8374116199	5	893	8	 	5	-578.6800	-1	580.6800	65371.8374116199
52.0	[M-H]-	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"904","main.cluster index_upperinput":"904"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=80&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	533.9000	533.9000	0	N/A	N/A	54912.51239420566	14	904	80	588.1922	14	-585.1800	-1	587.1800	54912.51239420566
49.0	[M-H]-	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"226","main.cluster index_upperinput":"226"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=66&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	527.9000	527.9000	0	N/A	N/A	51820.98191049168	6	226	66	287.9633	6	-284.9510	-1	286.9510	51820.98191049168
49.0	[M-2H+Na]-	11	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"309","main.cluster index_upperinput":"309"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=25&task=a01316aea6d8420bb67d2b41576556d3&show=true	"InChI=1S/C23H22O7/c1-11(9-24)16-7-14-15(29-16)5-4-12-22(25)21-13-6-18(26-2)19(27-3)8-17(13)28-10-20(21)30-23(12)14/h4-6,8,16,20-21,24H,1,7,9-10H2,2-3H3"	ST024783 CollisionEnergy:205060	0.723593	 	528.8000	528.8000	0	C=C(CO)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1	CCMSLIB00010122236	37592.62787852029	6	309	25	287.9633	6	-306.9530	-1	308.9530	37592.62787852029
57.0	[M-H]-	12	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"672","main.cluster index_upperinput":"672"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=16&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	379.8000	379.8000	0	N/A	N/A	15836041.095024688	75	672	16	450.1143	75	-447.1070	-1	449.1070	15836041.095024688
 	 	12	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"199","main.cluster index_upperinput":"199"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=a01316aea6d8420bb67d2b41576556d3&show=true	InChI=1S/C22H18O10/c2311614(25)12819(3222(30)10416(27)20(29)17(28)510)21(3118(12)711)91213(24)15(26)39/h17,19,21,2329H,8H2/t19,21/m1/s1	epicatechin gallate	0.8297709999999999	 	382.3000	382.3000	0	N/A	CCMSLIB00004719373	6658204.88720229	65	199	2	 	65	-283.0390	-1	285.0390	6658204.88720229
54.0	[M+Cl]-	12	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"286","main.cluster index_upperinput":"286"}	This Node is a Singleton	N/A	N/A	N/A	 	381.6000	381.6000	0	N/A	N/A	4733488.746464568	67	286	-1	268.0861	67	-301.0500	-1	303.0500	4733488.746464568
 	 	12	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"680","main.cluster index_upperinput":"680"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=124&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	382.3000	382.3000	0	N/A	N/A	4110344.4985998543	51	680	124	 	51	-448.1130	-1	450.1130	4110344.4985998543
53.0	[M+Cl]-	12	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"32","main.cluster index_upperinput":"32"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=79&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	382.3000	382.3000	0	N/A	N/A	2964430.2821973483	53	32	79	116.0327	53	-149.0020	-1	151.0020	2964430.2821973483
58.0	[M+Cl]-	12	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"877","main.cluster index_upperinput":"877"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=137&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	377.9000	377.9000	0	N/A	N/A	2659221.983628659	79	877	137	542.1735	79	-575.1450	-1	577.1450	2659221.983628659
 	 	12	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"675","main.cluster index_upperinput":"675"}	This Node is a Singleton	"InChI=1S/C19H18O7/c1-22-13-6-5-10(7-11(13)20)14-8-12(21)17-15(26-14)9-16(23-2)18(24-3)19(17)25-4/h5-9,20H,1-4H3"	Eupatorin-5-methylether CollisionEnergy:205060	0.8396	 	382.5000	382.5000	0	COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1O	CCMSLIB00010116214	2452423.436130435	44	675	-1	 	44	-447.3420	-1	449.3420	2452423.436130435
56.0	[M+Cl]-	12	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"423","main.cluster index_upperinput":"423"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=a01316aea6d8420bb67d2b41576556d3&show=true	InChI=1S/C21H22O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-26,28-29H,1H3/t7-,15-,17+,18+,19+,20-,21-/m0/s1	astilbin	0.820729	 	382.9000	382.9000	0	N/A	CCMSLIB00004707541	1786827.145076749	15	423	31	316.0566	15	-349.0180	-1	351.0180	1786827.145076749
 	 	12	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"684","main.cluster index_upperinput":"684"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=84&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	380.0000	380.0000	0	N/A	N/A	1586583.2656858761	59	684	84	 	59	-449.0930	-1	451.0930	1586583.2656858761
56.0	[M-H-CH2]-	12	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"271","main.cluster index_upperinput":"271"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=71&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	376.9000	376.9000	0	N/A	N/A	1583025.0123405766	98	271	71	316.0566	98	-299.0350	-1	301.0350	1583025.0123405766
 	 	12	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"683","main.cluster index_upperinput":"683"}	This Node is a Singleton	N/A	N/A	N/A	 	382.6000	382.6000	0	N/A	N/A	972275.1889837832	26	683	-1	 	26	-448.3480	-1	450.3480	972275.1889837832
