confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
53	1	10	1	1	0.4657901381090238	-27.112903086080696	0.9944723618090452	37.49467783504735	C19H20O11	[M - H]-	KPFBMNKCSZQESS	InChI=1S/C19H20O11/c20-9-1-3-10(4-2-9)29-19-17(26)16(25)15(24)13(30-19)7-28-18(27)8-5-11(21)14(23)12(22)6-8/h1-6,13,15-17,19-26H,7H2	6-O-Galloylarbutin	C1=CC(=CC=C1O)OC2C(C(C(C(O2)COC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)O	0.0	3083924;78302504	COCONUT:(CNP0126072);Natural Products:(UNPD155730 UNPD31715 UNPD189468 UNPD201984);PubChem:(3083924 78302504);SuperNatural:(SN00383282 SN00367940 SN00309686);MeSH:(3083924);PubMed	3178566	423.0893	208.62	175_all_features_Matched_for_GNPS_msLevel2retentionTime208.62scanNum179	FT0592
54	1	1	1	1	0.4590023746860525	-104.40517603706684	0.9999999999999999	36.11522825790673	C29H32O12	[M - H]-	CCBXLSSQLOKUNL	InChI=1S/C29H32O12/c1-12(10-38-29-27(34)26(33)25(32)21(9-30)41-29)17-7-15-16(39-17)5-4-13-24(31)23-14-6-19(35-2)20(36-3)8-18(14)37-11-22(23)40-28(13)15/h4-6,8,17,21-23,25-27,29-30,32-34H,1,7,9-11H2,2-3H3	Amorphigenin O-glucoside	COC1=C(C=C2C(=C1)C3C(CO2)OC4=C(C3=O)C=CC5=C4CC(O5)C(=C)COC6C(C(C(C(O6)CO)O)O)O)OC	1.13116872	3144808;92322454;92322455;92322456;92322457;101420705;124708131;124900282;124900287;124900293	COCONUT:(CNP0125350);KNApSAcK:(10176);Natural Products:(UNPD41836 UNPD79124);PubChem:(3144808 92322454 92322455 92322456 92322457 101420705 124708131 124900282 124900287 124900293);SuperNatural:(SN00388170 SN00248162)	3178514	571.1797	544.42896	812_all_features_Matched_for_GNPS_msLevel2retentionTime544.42896scanNum845	FT0847
55	1	1	1	1	0.45875735751323826	-9.826704834380715	0.9999999999999999	23.66417315395044	C9H11NO4	[M - H]-	WTDRDQBEARUVNC	InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)	Dopaflex	C1=CC(=C(C=C1CC(C(=O)O)N)O)O	-0.155139655	836;6047;92222;450581;450884;6914094;6971033;6989908;9837066;12297001;12297005;10198062;11310141;11401373;20679676;21677749;25240803;25241097;24994585;49849663;51038300;51038301;51038302;51038303;51038518;54448348;57422611;58663891;76955701;87632701;87632959;87633571;87633737;87633739;87422927;87422982;87423076;87423093;92043335;91512368;102317612;102602062;119076949;119078130;118292923;129223627;131845238;131953155;131953156;131953157	HMDB:(181 609);SuperNatural:(SN00156108 SN00001741);ZINC bio:(ZINC00895199 ZINC01506908);additional;HSDB:(59-92-7);MeSH:(836 6047 6971033);Plantcyc:(L-DIHYDROXY-PHENYLALANINE);PubMed;NORMAN:(NS00006424);COCONUT:(CNP0290328);KNApSAcK:(1357);Natural Products:(UNPD105928 UNPD186518);PubChem:(836 6047 92222 450581 450884 6914094 6971033 6989908 9837066 12297001 12297005 10198062 11310141 11401373 20679676 21677749 25240803 25241097 24994585 49849663 51038300 51038301 51038302 51038303 51038518 54448348 57422611 58663891 76955701 87632701 87632959 87633571 87633737 87633739 87422927 87422982 87423076 87423093 92043335 91512368 102317612 102602062 119076949 119078130 118292923 129223627 131845238 131953155 131953156 131953157);YMDB Mine;CHEBI:(49169 67012 49168 15765 57504);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00355);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(L-DIHYDROXY-PHENYLALANINE)	51661171582	196.0598	30.585	808_all_features_Matched_for_GNPS_msLevel2retentionTime30.585scanNum841	FT0099
56	1	1	1	1	0.4577507202514451	-2.022498452546014	0.9999999999999999	36.59754764205324	C21H20O10	[M - H]-	SOSLMHZOJATCCP	InChI=1S/C21H20O10/c1-8-15(25)17(27)18(28)21(29-8)31-20-16(26)14-12(24)6-11(23)7-13(14)30-19(20)9-2-4-10(22)5-3-9/h2-8,15,17-18,21-25,27-28H,1H3	Afzelin	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O	1.20000005	5835713;5316673;5318763;11133801;15558499;15558501;11968667;11972391;21550855;22838616;44258913;68796250;90002509;90353299;89405710;135398081	HMDB:(127485);SuperNatural:(SN00143283 SN00332703 SN00307729 SN00333064 SN00272364 SN00021352 SN00371877 SN00166963 SN00255402 SN00341302 SN00161844);ZINC bio:(ZINC15657732);additional;MeSH:(5316673 15558501 22838616);Plantcyc:(CPD1F-461);PubMed;COCONUT:(CNP0076998 CNP0167643 CNP0210041);KNApSAcK:(5140);Natural Products:(UNPD37976 UNPD42671 UNPD173865 UNPD147690 UNPD152260 UNPD47447 UNPD71600 UNPD129585 UNPD190801);PubChem:(5835713 5316673 5318763 11133801 15558499 15558501 11968667 11972391 21550855 22838616 44258913 68796250 90002509 90353299 89405710 135398081);YMDB Mine;CHEBI:(80790 144433);PubChem class - bio and metabolites;KEGG:(C16911);Training Set;Biocyc:(CPD1F-461)	34380376446	431.0978	456.38502	1045_all_features_Matched_for_GNPS_msLevel2retentionTime456.38502scanNum108	FT0620
57	1	1	1	1	0.45554353243926426	-13.490004604263536	0.0	40.76388061349127	C23H22O7	[M - H]-	ZJMLELXRQUXRIU	InChI=1S/C23H22O7/c1-11(9-24)16-7-14-15(29-16)5-4-12-22(25)21-13-6-18(26-2)19(27-3)8-17(13)28-10-20(21)30-23(12)14/h4-6,8,16,20-21,24H,1,7,9-10H2,2-3H3	Amorphigenin	COC1=C(C=C2C(=C1)C3C(CO2)OC4=C(C3=O)C=CC5=C4CC(O5)C(=C)CO)OC	2.91529799	92207;1769762;4342730;7002110;7067383;6571722;6604631;25886203;93233495	SuperNatural:(SN00006134 SN00006137 SN00006136 SN00006135);ZINC bio:(ZINC03947513 ZINC03947514 ZINC03947515 ZINC03947516 ZINC13813085 ZINC13813088);additional;MeSH:(92207);Plantcyc:(CPD-9544);PubMed;COCONUT:(CNP0312223);KNApSAcK:(9575);Natural Products:(UNPD70477);PubChem:(92207 1769762 4342730 7002110 7067383 6571722 6604631 25886203 93233495);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-9544);KEGG Mine	8677681238	409.1279	591.47796	539_all_features_Matched_for_GNPS_msLevel2retentionTime591.47796scanNum557	FT0549
58	1	1	1	1	0.4465263068957864	-1.9662746296494509	0.9999999999999999	14.193941302494196	C21H20O12	[M - H]-	DCYOADKBABEMIQ	InChI=1S/C21H20O12/c1-6-14(26)17(29)18(30)21(31-6)33-20-16(28)13-9(23)4-8(22)5-12(13)32-19(20)7-2-10(24)15(27)11(25)3-7/h2-6,14,17-18,21-27,29-30H,1H3	Myricetrin	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O	0.5	5281673;5352000;6325717;9890615;12313050;16103933;21026818;23304525;24211977;40491193;40491194;44259441;51402815;51402816;51405590;51405591;60052897;57691830;124540997;124581776;124425447;129010103;135033885;138911127	HMDB:(34360);PubChem class - food;SuperNatural:(SN00160814 SN00011351 SN00006978 SN00248460 SN00011350 SN00011349 SN00011112 SN00315340 SN00011111 SN00011348);ZINC bio:(ZINC04098556 ZINC04349549 ZINC04349550 ZINC04692013 ZINC04692014 ZINC04692015 ZINC04692016);additional;MeSH:(5281673);PubMed;NORMAN:(NS00021765);COCONUT:(CNP0276176 CNP0365444);KNApSAcK:(5730);Natural Products:(UNPD105569 UNPD63890 UNPD18892 UNPD31071 UNPD179410 UNPD210791 UNPD223624 UNPD129897);PubChem:(5281673 5352000 6325717 9890615 12313050 16103933 21026818 23304525 24211977 40491193 40491194 44259441 51402815 51402816 51405590 51405591 60052897 57691830 124540997 124581776 124425447 129010103 135033885 138911127);CHEBI:(144432 70082);PubChem class - bio and metabolites;KEGG:(C10108);Training Set	154984830	463.0861	362.505	968_all_features_Matched_for_GNPS_msLevel2retentionTime362.505scanNum1004	FT0704
59	1	3	1	5	0.446250005190881	-460.0550899252025	0.1452261306532663	50.654711832524875	C21H23O9P	[M - H]-	FMWUUDWUTOADEC	InChI=1S/C21H23O9P/c1-11(2)4-5-12-6-13(7-19(28-3)21(12)30-31(25,26)27)17-10-16(24)20-15(23)8-14(22)9-18(20)29-17/h4,6-9,17,22-23H,5,10H2,1-3H3,(H2,25,26,27)	null	CC(=CCC1=C(C(=CC(=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)OC)OP(=O)(O)O)C	2.95183253	""	KEGG Mine	8589934592	449.1092	377.90502	166_all_features_Matched_for_GNPS_msLevel2retentionTime377.90502scanNum170	FT0672
60	1	2	1	1	0.44164289061577827	-10.067399470772706	0.9999999999999999	42.56048444299356	C23H22O13	[M - H]-	IGLUNMMNDNWZOA	InChI=1S/C23H22O13/c1-8(24)33-7-15-17(29)19(31)20(32)23(35-15)36-22-18(30)16-13(28)5-10(25)6-14(16)34-21(22)9-2-3-11(26)12(27)4-9/h2-6,15,17,19-20,23,25-29,31-32H,7H2,1H3	6''-O-Acetylhyperoside	CC(=O)OCC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	0.400000006	10006384;15596585;25230434;24211981;40484452;40484453;44259117;44259187;51521838;51521839;92468678;92468679;93939966;93939967;133554338	HMDB:(29271 37366);SuperNatural:(SN00011117 SN00020222 SN00020221 SN00011116 SN00036284 SN00161364);ZINC bio:(ZINC04349592 ZINC04349599 ZINC04349604 ZINC13424738 ZINC13424739 ZINC14684644 ZINC14684645);additional;PubMed;COCONUT:(CNP0097294 CNP0106199);KNApSAcK:(5946);Natural Products:(UNPD156085 UNPD84148);PubChem:(10006384 15596585 25230434 24211981 40484452 40484453 44259117 44259187 51521838 51521839 92468678 92468679 93939966 93939967 133554338);PubChem class - bio and metabolites;Training Set;KEGG Mine	8610439258	505.0988	393.74898	1409_all_features_Matched_for_GNPS_msLevel2retentionTime393.74898scanNum145	FT0772
61	1	1	1	1	0.43755243825570833	-37.78358455291831	0.993969849246231	20.97438126788106	C22H18O10	[M - H]-	LSHVYAFMTMFKBA	InChI=1S/C22H18O10/c23-11-6-14(25)12-8-19(32-22(30)10-4-16(27)20(29)17(28)5-10)21(31-18(12)7-11)9-1-2-13(24)15(26)3-9/h1-7,19,21,23-29H,8H2	Teatannin	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	2.14284945	65056;107905;367141;5276454;6419835;16758082;44460390;88297417;124203168;124203170	HMDB:(29255 30661 37944);SuperNatural:(SN00157326 SN00157324 SN00260268 SN00006500);ZINC bio:(ZINC03978503 ZINC04534390 ZINC04544252 ZINC08681494);additional;MeSH:(65056 107905 5276454 6419835 44460390);Plantcyc:(CPD-16530);PubMed;NORMAN:(NS00014640);COCONUT:(CNP0278204);KNApSAcK:(8865);Natural Products:(UNPD36210 UNPD187450 UNPD155101 UNPD189458);PubChem:(65056 107905 367141 5276454 6419835 16758082 44460390 88297417 124203168 124203170);CHEBI:(70255 76132 76131 76126);PubChem class - bio and metabolites;PubChem class - safety and toxic;YMDB:(1681);Training Set;PubChem class - drug;Biocyc:(CPD-16530)	121628798	441.0809	360.65802	803_all_features_Matched_for_GNPS_msLevel2retentionTime360.65802scanNum836	FT0647
62	1	1	1	1	0.436079135501345	-1.7633715409319577	0.9999999999999999	38.619632809334824	C21H20O12	[M - H]-	DCYOADKBABEMIQ	InChI=1S/C21H20O12/c1-6-14(26)17(29)18(30)21(31-6)33-20-16(28)13-9(23)4-8(22)5-12(13)32-19(20)7-2-10(24)15(27)11(25)3-7/h2-6,14,17-18,21-27,29-30H,1H3	Myricetrin	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O	0.5	5281673;5352000;6325717;9890615;12313050;16103933;21026818;23304525;24211977;40491193;40491194;44259441;51402815;51402816;51405590;51405591;60052897;57691830;124540997;124581776;124425447;129010103;135033885;138911127	HMDB:(34360);PubChem class - food;SuperNatural:(SN00160814 SN00011351 SN00006978 SN00248460 SN00011350 SN00011349 SN00011112 SN00315340 SN00011111 SN00011348);ZINC bio:(ZINC04098556 ZINC04349549 ZINC04349550 ZINC04692013 ZINC04692014 ZINC04692015 ZINC04692016);additional;MeSH:(5281673);PubMed;NORMAN:(NS00021765);COCONUT:(CNP0276176 CNP0365444);KNApSAcK:(5730);Natural Products:(UNPD105569 UNPD63890 UNPD18892 UNPD31071 UNPD179410 UNPD210791 UNPD223624 UNPD129897);PubChem:(5281673 5352000 6325717 9890615 12313050 16103933 21026818 23304525 24211977 40491193 40491194 44259441 51402815 51402816 51405590 51405591 60052897 57691830 124540997 124581776 124425447 129010103 135033885 138911127);CHEBI:(144432 70082);PubChem class - bio and metabolites;KEGG:(C10108);Training Set	154984830	463.0867	359.37	982_all_features_Matched_for_GNPS_msLevel2retentionTime359.37scanNum1019	FT0704
63	1	1	1	1	0.43377109783546874	-5.5590939573445	0.9999999999999999	44.53546042235269	C21H22O11	[M - H]-	ZROGCCBNZBKLEL	InChI=1S/C21H22O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-26,28-29H,1H3	Astilbin	CC1C(C(C(C(O1)OC2C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	0.400000006	119258;316844;442437;9981176;10114809;11968890;16077448;16077449;18448985;21550590;24870909;44308193;46905080;46905081;59089825;91392274;122173191;124130976;131707845;138107320	HMDB:(33850);SuperNatural:(SN00011625 SN00386717 SN00028530 SN00157148 SN00375542 SN00230071 SN00384345 SN00011622 SN00291878 SN00367740 SN00315444 SN00272936 SN00011623 SN00295664 SN00273313 SN00011624 SN00326020 SN00233754 SN00274690 SN00341157);ZINC bio:(ZINC05369365 ZINC05369366 ZINC05369367 ZINC05369368 ZINC31156118);additional;MeSH:(119258 316844 442437 9981176 10114809 122173191 138107320);PubMed;COCONUT:(CNP0162136);KNApSAcK:(8703);Natural Products:(UNPD108364 UNPD15055 UNPD33313 UNPD158321 UNPD1011 UNPD154366 UNPD126931 UNPD161319 UNPD84164 UNPD162960 UNPD173883 UNPD189566 UNPD7589 UNPD222663 UNPD132613 UNPD134384 UNPD24950);PubChem:(119258 316844 442437 9981176 10114809 11968890 16077448 16077449 18448985 21550590 24870909 44308193 46905080 46905081 59089825 91392274 122173191 124130976 131707845 138107320);CHEBI:(27669 38200);PubChem class - bio and metabolites;KEGG:(C17449 C09803);PubChem class - safety and toxic;YMDB:(1639);Training Set	87679358	449.1065	379.275	1164_all_features_Matched_for_GNPS_msLevel2retentionTime379.275scanNum1203	FT0672
64	1	1	1	1	0.43320642024276773	-9.62138758792248	0.9999999999999999	63.059816479508676	C21H22O11	[M - H]-	ZROGCCBNZBKLEL	InChI=1S/C21H22O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-26,28-29H,1H3	Astilbin	CC1C(C(C(C(O1)OC2C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	0.400000006	119258;316844;442437;9981176;10114809;11968890;16077448;16077449;18448985;21550590;24870909;44308193;46905080;46905081;59089825;91392274;122173191;124130976;131707845;138107320	HMDB:(33850);SuperNatural:(SN00011625 SN00386717 SN00028530 SN00157148 SN00375542 SN00230071 SN00384345 SN00011622 SN00291878 SN00367740 SN00315444 SN00272936 SN00011623 SN00295664 SN00273313 SN00011624 SN00326020 SN00233754 SN00274690 SN00341157);ZINC bio:(ZINC05369365 ZINC05369366 ZINC05369367 ZINC05369368 ZINC31156118);additional;MeSH:(119258 316844 442437 9981176 10114809 122173191 138107320);PubMed;COCONUT:(CNP0162136);KNApSAcK:(8703);Natural Products:(UNPD108364 UNPD15055 UNPD33313 UNPD158321 UNPD1011 UNPD154366 UNPD126931 UNPD161319 UNPD84164 UNPD162960 UNPD173883 UNPD189566 UNPD7589 UNPD222663 UNPD132613 UNPD134384 UNPD24950);PubChem:(119258 316844 442437 9981176 10114809 11968890 16077448 16077449 18448985 21550590 24870909 44308193 46905080 46905081 59089825 91392274 122173191 124130976 131707845 138107320);CHEBI:(27669 38200);PubChem class - bio and metabolites;KEGG:(C17449 C09803);PubChem class - safety and toxic;YMDB:(1639);Training Set	87679358	449.1079	379.50096	508_all_features_Matched_for_GNPS_msLevel2retentionTime379.50096scanNum522	FT0672
65	1	1	1	1	0.4329263300739042	-7.515880719074911	0.9984924623115576	28.87114227551974	C22H18O10	[M - H]-	LSHVYAFMTMFKBA	InChI=1S/C22H18O10/c23-11-6-14(25)12-8-19(32-22(30)10-4-16(27)20(29)17(28)5-10)21(31-18(12)7-11)9-1-2-13(24)15(26)3-9/h1-7,19,21,23-29H,8H2	Teatannin	C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O	2.14284945	65056;107905;367141;5276454;6419835;16758082;44460390;88297417;124203168;124203170	HMDB:(29255 30661 37944);SuperNatural:(SN00157326 SN00157324 SN00260268 SN00006500);ZINC bio:(ZINC03978503 ZINC04534390 ZINC04544252 ZINC08681494);additional;MeSH:(65056 107905 5276454 6419835 44460390);Plantcyc:(CPD-16530);PubMed;NORMAN:(NS00014640);COCONUT:(CNP0278204);KNApSAcK:(8865);Natural Products:(UNPD36210 UNPD187450 UNPD155101 UNPD189458);PubChem:(65056 107905 367141 5276454 6419835 16758082 44460390 88297417 124203168 124203170);CHEBI:(70255 76132 76131 76126);PubChem class - bio and metabolites;PubChem class - safety and toxic;YMDB:(1681);Training Set;PubChem class - drug;Biocyc:(CPD-16530)	121628798	441.0803	359.52402	195_all_features_Matched_for_GNPS_msLevel2retentionTime359.52402scanNum199	FT0647
66	1	2	1	2	0.43120622304397926	-129.3205708247739	0.10301507537688442	24.200013232227132	C22H32O11	[M - H]-	KNUPPNGCEAQRSV	InChI=1S/C22H32O11/c1-4-5-11-6-7-12(13(8-11)29-3)32-22-20(28)18(26)16(24)14(33-22)9-30-21-19(27)17(25)15(23)10(2)31-21/h4,6-8,10,14-28H,1,5,9H2,2-3H3	null	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(C=C(C=C3)CC=C)OC)O)O)O)O)O)O	-0.800000012	15101911;124222323	COCONUT:(CNP0337443);Natural Products:(UNPD226943 UNPD182690);PubChem:(15101911 124222323);SuperNatural:(SN00304497)	3178498	471.1884	417.69204	1223_all_features_Matched_for_GNPS_msLevel2retentionTime417.69204scanNum126	FT0718
67	1	1	1	1	0.43054294583374486	-119.18104430105336	0.0	29.238803476377534	C29H32O12	[M - H]-	CCBXLSSQLOKUNL	InChI=1S/C29H32O12/c1-12(10-38-29-27(34)26(33)25(32)21(9-30)41-29)17-7-15-16(39-17)5-4-13-24(31)23-14-6-19(35-2)20(36-3)8-18(14)37-11-22(23)40-28(13)15/h4-6,8,17,21-23,25-27,29-30,32-34H,1,7,9-11H2,2-3H3	Amorphigenin O-glucoside	COC1=C(C=C2C(=C1)C3C(CO2)OC4=C(C3=O)C=CC5=C4CC(O5)C(=C)COC6C(C(C(C(O6)CO)O)O)O)OC	1.13116872	3144808;92322454;92322455;92322456;92322457;101420705;124708131;124900282;124900287;124900293	COCONUT:(CNP0125350);KNApSAcK:(10176);Natural Products:(UNPD41836 UNPD79124);PubChem:(3144808 92322454 92322455 92322456 92322457 101420705 124708131 124900282 124900287 124900293);SuperNatural:(SN00388170 SN00248162)	3178514	571.1783	542.841	621_all_features_Matched_for_GNPS_msLevel2retentionTime542.841scanNum644	FT0847
68	1	1	1	1	0.4301846067705164	-86.99656120802533	0.9999999999999999	18.446839349674594	C41H66O14	[M - H]-	FSFOKNHESGBTOX	InChI=1S/C41H66O14/c1-20-36(48)29(43)16-34(50-20)54-38-22(3)52-35(18-31(38)45)55-37-21(2)51-33(17-30(37)44)53-25-8-11-39(4)24(15-25)6-7-28-27(39)9-12-40(5)26(10-13-41(28,40)49)23(19-42)14-32(46)47/h14,20-22,24-31,33-38,42-45,48-49H,6-13,15-19H2,1-5H3,(H,46,47)	null	CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C(=CC(=O)O)CO)O)C)C)C)C)O)O	3.65411377	""	KEGG Mine	8589934592	781.4319	566.61498	1539_all_features_Matched_for_GNPS_msLevel2retentionTime566.61498scanNum158	FT1066
69	1	1	1	1	0.4299666185483857	-4.310292049711394	0.9999999999999999	8.333589228391041	C7H6O5	[M - H]-	LNTHITQWFMADLM	InChI=1S/C7H6O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1-2,8-10H,(H,11,12)	gallate	C1=C(C=C(C(=C1O)O)O)C(=O)O	0.0519780293	370;10535192;25214412;54675821;138395988	HMDB:(5807);PubChem class - food;SuperNatural:(SN00262489 SN00000126);ZINC bio:(ZINC00001504);additional;HSDB:(149-91-7);MeSH:(370);Plantcyc:(CPD-183);PubMed;NORMAN:(NS00013682);COCONUT:(CNP0085875 CNP0133244);KNApSAcK:(2647);Natural Products:(UNPD140949);PubChem:(370 10535192 25214412 54675821 138395988);CHEBI:(16918 30778);PubChem class - bio and metabolites;KEGG:(C01424);PubChem class - safety and toxic;YMDB:(1323);Training Set;PubChem class - drug;Biocyc:(CPD-183 CPD0-2434)	255847294	169.0126	264.76404	723_all_features_Matched_for_GNPS_msLevel2retentionTime264.76404scanNum751	FT0059
70	1	1	1	1	0.4298847186152258	-1.7657912744315813	0.9999999999999999	49.63293149126281	C21H20O12	[M - H]-	DCYOADKBABEMIQ	InChI=1S/C21H20O12/c1-6-14(26)17(29)18(30)21(31-6)33-20-16(28)13-9(23)4-8(22)5-12(13)32-19(20)7-2-10(24)15(27)11(25)3-7/h2-6,14,17-18,21-27,29-30H,1H3	Myricetrin	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O	0.5	5281673;5352000;6325717;9890615;12313050;16103933;21026818;23304525;24211977;40491193;40491194;44259441;51402815;51402816;51405590;51405591;60052897;57691830;124540997;124581776;124425447;129010103;135033885;138911127	HMDB:(34360);PubChem class - food;SuperNatural:(SN00160814 SN00011351 SN00006978 SN00248460 SN00011350 SN00011349 SN00011112 SN00315340 SN00011111 SN00011348);ZINC bio:(ZINC04098556 ZINC04349549 ZINC04349550 ZINC04692013 ZINC04692014 ZINC04692015 ZINC04692016);additional;MeSH:(5281673);PubMed;NORMAN:(NS00021765);COCONUT:(CNP0276176 CNP0365444);KNApSAcK:(5730);Natural Products:(UNPD105569 UNPD63890 UNPD18892 UNPD31071 UNPD179410 UNPD210791 UNPD223624 UNPD129897);PubChem:(5281673 5352000 6325717 9890615 12313050 16103933 21026818 23304525 24211977 40491193 40491194 44259441 51402815 51402816 51405590 51405591 60052897 57691830 124540997 124581776 124425447 129010103 135033885 138911127);CHEBI:(144432 70082);PubChem class - bio and metabolites;KEGG:(C10108);Training Set	154984830	463.0883	361.36398	1239_all_features_Matched_for_GNPS_msLevel2retentionTime361.36398scanNum128	FT0704
71	1	1	1	1	0.4276419430739634	-103.24162291549976	0.9999999999999999	42.28204065934893	C29H32O12	[M - H]-	CCBXLSSQLOKUNL	InChI=1S/C29H32O12/c1-12(10-38-29-27(34)26(33)25(32)21(9-30)41-29)17-7-15-16(39-17)5-4-13-24(31)23-14-6-19(35-2)20(36-3)8-18(14)37-11-22(23)40-28(13)15/h4-6,8,17,21-23,25-27,29-30,32-34H,1,7,9-11H2,2-3H3	Amorphigenin O-glucoside	COC1=C(C=C2C(=C1)C3C(CO2)OC4=C(C3=O)C=CC5=C4CC(O5)C(=C)COC6C(C(C(C(O6)CO)O)O)O)OC	1.13116872	3144808;92322454;92322455;92322456;92322457;101420705;124708131;124900282;124900287;124900293	COCONUT:(CNP0125350);KNApSAcK:(10176);Natural Products:(UNPD41836 UNPD79124);PubChem:(3144808 92322454 92322455 92322456 92322457 101420705 124708131 124900282 124900287 124900293);SuperNatural:(SN00388170 SN00248162)	3178514	571.1789	539.94996	672_all_features_Matched_for_GNPS_msLevel2retentionTime539.94996scanNum699	FT0847
72	1	1	1	1	0.4261374764833697	-9.153938258319876	0.9999999999999999	4.967816328846822	C7H12O6	[M - H]-	AAWZDTNXLSGCEK	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)	L-Quinate	C1C(C(C(CC1(C(=O)O)O)O)O)O	-2.4000001	1064;6508;37439;1560034;1268037;6560875;6971023;17751038;57817184;59400405	HMDB:(3072);SuperNatural:(SN00301797 SN00001739 SN00002573 SN00368035 SN00302919 SN00017899);ZINC bio:(ZINC00895164 ZINC01764753 ZINC12343390);additional;MeSH:(6508);Plantcyc:(QUINATE);PubMed;NORMAN:(NS00006789);COCONUT:(CNP0163128 CNP0205647);KNApSAcK:(1201);Natural Products:(UNPD77472 UNPD157674 UNPD68951 UNPD93570);PubChem:(1064 6508 37439 1560034 1268037 6560875 6971023 17751038 57817184 59400405);YMDB Mine;CHEBI:(36124 29751 17521);PubChem class - bio and metabolites;KEGG:(C00296);PubChem class - safety and toxic;Training Set;Biocyc:(QUINATE)	34447747454	191.0543	205.43598	1426_all_features_Matched_for_GNPS_msLevel2retentionTime205.43598scanNum146	FT0083
73	1	1	1	1	0.42609418070591565	-12.172878476540498	0.9999999999999999	5.736805708008923	C7H12O6	[M - H]-	AAWZDTNXLSGCEK	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)	L-Quinate	C1C(C(C(CC1(C(=O)O)O)O)O)O	-2.4000001	1064;6508;37439;1560034;1268037;6560875;6971023;17751038;57817184;59400405	HMDB:(3072);SuperNatural:(SN00301797 SN00001739 SN00002573 SN00368035 SN00302919 SN00017899);ZINC bio:(ZINC00895164 ZINC01764753 ZINC12343390);additional;MeSH:(6508);Plantcyc:(QUINATE);PubMed;NORMAN:(NS00006789);COCONUT:(CNP0163128 CNP0205647);KNApSAcK:(1201);Natural Products:(UNPD77472 UNPD157674 UNPD68951 UNPD93570);PubChem:(1064 6508 37439 1560034 1268037 6560875 6971023 17751038 57817184 59400405);YMDB Mine;CHEBI:(36124 29751 17521);PubChem class - bio and metabolites;KEGG:(C00296);PubChem class - safety and toxic;Training Set;Biocyc:(QUINATE)	34447747454	191.054	209.30502	504_all_features_Matched_for_GNPS_msLevel2retentionTime209.30502scanNum518	FT0083
