id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
1564_all_features_Matched_for_GNPS_msLevel2retentionTime458.42298scanNum160	C14H11N2O4S	[M - H]-	C14H11N2O4S	Shikimates and Phenylpropanoids	0.518826127	Flavonoids	0.596315563	Flavanones	0.628036976	Hydroxyflavonoids	0.522179544			Hydroxyflavonoids	0.522179544	Flavonoids	0.470717847	Phenylpropanoids and polyketides	0.524344385	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavans; Benzenediols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	FT0285
407_all_features_Matched_for_GNPS_msLevel2retentionTime382.269scanNum420	C15H12O7	[M - H]-	C15H12O7	Shikimates and Phenylpropanoids	0.96908474	Flavonoids	0.945517957	Dihydroflavonols	0.941953063	Flavanonols	0.913070798	Flavanones	0.967806637	Flavans	0.961592495	Flavonoids	0.990967572	Phenylpropanoids and polyketides	0.999223351	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Flavanonols; Flavanones; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0286
414_all_features_Matched_for_GNPS_msLevel2retentionTime373.28802scanNum427	C8H12N6O5S	[M - H]-	C8H12N6O5S	Carbohydrates	0.457896948	Nucleosides	0.402172536	Purine nucleos(t)ides	0.310668826	Alpha amino acids and derivatives	0.664805949	Amino acids and derivatives	0.494976491	"Amino acids, peptides, and analogues"	0.506629467	Carboxylic acids and derivatives	0.353366911	Organic acids and derivatives	0.698572636	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amines; Primary amines; Organic 1,3-dipolar compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT0286
476_all_features_Matched_for_GNPS_msLevel2retentionTime389.427scanNum489	C15H12O7	[M - H]-	C15H12O7	Shikimates and Phenylpropanoids	0.971357882	Flavonoids	0.952058136	Dihydroflavonols	0.952815115	Flavanonols	0.927785099	Flavanones	0.97284627	Flavans	0.97022748	Flavonoids	0.992721736	Phenylpropanoids and polyketides	0.999321818	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Flavanonols; Flavanones; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0286
497_all_features_Matched_for_GNPS_msLevel2retentionTime382.25796scanNum511	C15H12O7	[M - H]-	C15H12O7	Shikimates and Phenylpropanoids	0.933047175	Flavonoids	0.877805352	Dihydroflavonols	0.817177832	Flavanonols	0.765433252	Flavanones	0.880129576	Flavans	0.857440352	Flavonoids	0.974691451	Phenylpropanoids and polyketides	0.99514538	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Flavanonols; Flavanones; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0286
990_all_features_Matched_for_GNPS_msLevel2retentionTime378.37602scanNum102	C15H12O7	[M - H]-	C15H12O7	Shikimates and Phenylpropanoids	0.968727767	Flavonoids	0.952853441	Dihydroflavonols	0.928361833	Flavanonols	0.90194577	Flavanones	0.964939535	Flavans	0.965997815	Flavonoids	0.992050946	Phenylpropanoids and polyketides	0.999250829	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Benzenediols; Flavanonols; Flavanones; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0286
1132_all_features_Matched_for_GNPS_msLevel2retentionTime378.85398scanNum117	C10H14N3O6S	[M - H]-	C10H14N3O6S	Amino acids and Peptides	0.69498831	Small peptides	0.358969033	Dipeptides	0.126562819	Peptides	0.657637298	Peptides	0.657637298	"Amino acids, peptides, and analogues"	0.986519039	Carboxylic acids and derivatives	0.924213767	Organic acids and derivatives	0.995062649	"Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Azetidines; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Amines; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities"	FT0286
121_all_features_Matched_for_GNPS_msLevel2retentionTime176.90298scanNum124	C9H15N4O4PS	[M - H]-	C9H15N4O4PS	Alkaloids	0.560562968	Nicotinic acid alkaloids	0.571956635	Pyridine alkaloids	0.579647422	Thiamine phosphates	0.739515841	Thiamines	0.933830619	Pyrimidines and pyrimidine derivatives	0.942301869	Diazines	0.941554546	Organoheterocyclic compounds	0.97273308	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Thiazoles; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Aminopyrimidines and derivatives; Thiamines; Thiamine phosphates; Diazines; Amines; Primary amines; 4,5-disubstituted thiazoles; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT0293
1219_all_features_Matched_for_GNPS_msLevel2retentionTime327.05502scanNum125	C13H22O6S	[M - H]-	C13H22O6S	Polyketides	0.653401017	Aromatic polyketides	0.333362103	Fatty alcohols	0.121040024	Benzenesulfonyl compounds	0.592215359			Benzenesulfonyl compounds	0.592215359	Benzene and substituted derivatives	0.794900715	Benzenoids	0.70141089	Organic compounds; Organosulfur compounds; Ethers; Organic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Benzene and substituted derivatives; Benzenoids; Sulfuric acid esters; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic oxygen compounds; Chemical entities	FT0296
124_all_features_Matched_for_GNPS_msLevel2retentionTime371.67498scanNum127	C17H12O6	[M - H]-	C17H12O6	Shikimates and Phenylpropanoids	0.889551461	Flavonoids	0.625554085	Isoflavones	0.55673033	5-hydroxyflavonoids	0.69979769	5-hydroxyflavonoids	0.69979769	Hydroxyflavonoids	0.647561193	Flavonoids	0.676626205	Phenylpropanoids and polyketides	0.991182089	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Isoflavones; Flavones; Benzene and substituted derivatives; Benzenoids; Isoflavonoids; Isoflav-2-enes; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxyisoflavonoids; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0313
1030_all_features_Matched_for_GNPS_msLevel2retentionTime367.36302scanNum106	C17H12O6	[M - H]-	C17H12O6	Shikimates and Phenylpropanoids	0.828598917	Flavonoids	0.641141117	Flavones	0.376406193	5-hydroxyflavonoids	0.749535918	5-hydroxyflavonoids	0.749535918	Hydroxyflavonoids	0.645613253	Flavonoids	0.663321674	Phenylpropanoids and polyketides	0.978199661	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavones; Benzene and substituted derivatives; Benzenoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0313
1095_all_features_Matched_for_GNPS_msLevel2retentionTime364.98102scanNum113	C17H12O6	[M - H]-	C17H12O6	Shikimates and Phenylpropanoids	0.912548065	Flavonoids	0.789013922	Flavones	0.541822433	4'-hydroxyflavonoids	0.655793667	4'-hydroxyflavonoids	0.655793667	Hydroxyflavonoids	0.920026779	Flavonoids	0.937946916	Phenylpropanoids and polyketides	0.994375348	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0313
1173_all_features_Matched_for_GNPS_msLevel2retentionTime366.65898scanNum121	C17H12O6	[M - H]-	C17H12O6	Shikimates and Phenylpropanoids	0.820402861	Flavonoids	0.673998177	Flavones	0.443175107	4'-hydroxyflavonoids	0.518486202	4'-hydroxyflavonoids	0.518486202	Hydroxyflavonoids	0.721345425	Flavonoids	0.774914801	Phenylpropanoids and polyketides	0.954988241	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0313
1205_all_features_Matched_for_GNPS_msLevel2retentionTime367.81002scanNum124	C17H12O6	[M - H]-	C17H12O6	Shikimates and Phenylpropanoids	0.884244204	Flavonoids	0.7761693	Flavones	0.675677061	4'-hydroxyflavonoids	0.607459366	4'-hydroxyflavonoids	0.607459366	Hydroxyflavonoids	0.890470803	Flavonoids	0.918178678	Phenylpropanoids and polyketides	0.987261057	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavones; Benzene and substituted derivatives; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0313
1379_all_features_Matched_for_GNPS_msLevel2retentionTime367.788scanNum1420	C17H12O6	[M - H]-	C17H12O6	Shikimates and Phenylpropanoids	0.908338606	Flavonoids	0.725729942	Flavones	0.49786672	4'-hydroxyflavonoids	0.521353722	4'-hydroxyflavonoids	0.521353722	Hydroxyflavonoids	0.814798951	Flavonoids	0.837688446	Phenylpropanoids and polyketides	0.991880953	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavones; Benzene and substituted derivatives; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0313
1419_all_features_Matched_for_GNPS_msLevel2retentionTime369.18402scanNum146	C17H12O6	[M - H]-	C17H12O6	Shikimates and Phenylpropanoids	0.891655743	Isoflavonoids	0.597067893	Isoflavones	0.622392595	5-hydroxyflavonoids	0.545137227	5-hydroxyflavonoids	0.545137227	Hydroxyflavonoids	0.489657342	Flavonoids	0.496435493	Phenylpropanoids and polyketides	0.990622222	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Isoflavones; Benzene and substituted derivatives; Benzenoids; Isoflavonoids; Isoflav-2-enes; 5-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxyisoflavonoids; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0313
1436_all_features_Matched_for_GNPS_msLevel2retentionTime365.71998scanNum147	C17H12O6	[M - H]-	C17H12O6	Shikimates and Phenylpropanoids	0.90174073	Flavonoids	0.596147954	Isoflavones	0.549822867	5-hydroxyflavonoids	0.695777237	5-hydroxyflavonoids	0.695777237	Hydroxyflavonoids	0.596634507	Flavonoids	0.622052252	Phenylpropanoids and polyketides	0.993633986	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Isoflavones; Flavones; Benzene and substituted derivatives; Benzenoids; Isoflavonoids; Isoflav-2-enes; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxyisoflavonoids; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0313
132_all_features_Matched_for_GNPS_msLevel2retentionTime718.9932scanNum135	C14H12N6O3	[M - H]-	C14H12N6O3	Alkaloids	0.681876302	Pseudoalkaloids	0.639639854	pteridine alkaloids	0.409305334	Aminopyrimidines and derivatives	0.509841681	Aminopyrimidines and derivatives	0.509841681	Pyrimidines and pyrimidine derivatives	0.680117726	Diazines	0.706244349	Organoheterocyclic compounds	0.998234153	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Aminopyrimidines and derivatives; Diazines; Benzene and substituted derivatives; Benzenoids; Amines; Primary amines; Allyl-type 1,3-dipolar organic compounds; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT0316
1031_all_features_Matched_for_GNPS_msLevel2retentionTime718.161scanNum1069	C19H12N4O	[M - H]-	C19H12N4O	Alkaloids	0.735047579	Nicotinic acid alkaloids	0.480496407	Pyridine alkaloids	0.451498777	Diazanaphthalenes	0.524215937					Diazanaphthalenes	0.524215937	Organoheterocyclic compounds	0.999501228	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Pyrazoles; Pyridines and derivatives; Lactams; Organonitrogen compounds; Organooxygen compounds; Nitriles; Azoles; Diazines; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Chemical entities	FT0316
1096_all_features_Matched_for_GNPS_msLevel2retentionTime364.98102scanNum113	C17H36N4O	[M - H]-	C17H36N4O	Alkaloids	0.762619793	Tryptophan alkaloids	0.20521988	Quinolizidine alkaloids	0.151139244	Benzenoids	0.750093639							Benzenoids	0.750093639	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Trialkylamines; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT0319
1380_all_features_Matched_for_GNPS_msLevel2retentionTime367.788scanNum1421	C17H36N4O	[M - H]-	C17H36N4O	Alkaloids	0.756307423	Tryptophan alkaloids	0.147663325	Fatty alcohols	0.055866886	Alkyl aryl ethers	0.541010857	Alkyl aryl ethers	0.541010857	Ethers	0.559697628	Organooxygen compounds	0.996610343	Organic oxygen compounds	0.996382713	Organic compounds; Organoheterocyclic compounds; Tetrazoles; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Azoles; Trialkylamines; Benzenoids; Amines; Tertiary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT0319
1420_all_features_Matched_for_GNPS_msLevel2retentionTime369.18402scanNum146	C19H38NO2	[M - H]-	C19H38NO2	Alkaloids	0.598614275	Anthranilic acid alkaloids	0.43783927	Quinoline alkaloids	0.662750363	Hydroquinolones	0.503411412	Hydroquinolones	0.503411412	Quinolones and derivatives	0.509291172	Quinolines and derivatives	0.421415508	Organoheterocyclic compounds	0.826989472	Organic compounds; Organoheterocyclic compounds; Quinolones and derivatives; Phenols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroquinolones; Benzene and substituted derivatives; Benzenoids; Amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT0319
1437_all_features_Matched_for_GNPS_msLevel2retentionTime365.71998scanNum147	C17H36N4O	[M - H]-	C17H36N4O	Alkaloids	0.594099879	Tryptophan alkaloids	0.140186861	Quinolizidine alkaloids	0.08483962	Benzenoids	0.672821403							Benzenoids	0.672821403	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Carbonyl compounds; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT0319
273_all_features_Matched_for_GNPS_msLevel2retentionTime234.42702scanNum282	C14H18O6S	[M - H]-	C14H18O6S	Terpenoids	0.578633547	Meroterpenoids	0.196790308	Macrolide lactones	0.064858176	"Benzoylcyclohexane-1,3-diones"	0.625157833	Ketones	0.914090157	Carbonyl compounds	0.902918041	Organooxygen compounds	0.998836696	Organic oxygen compounds	0.999994755	"Organic compounds; Organosulfur compounds; Ketones; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Sulfonyls; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Phenylketones; Alkyl-phenylketones; Organic oxygen compounds; Benzoylcyclohexane-1,3-diones; Chemical entities"	FT0326
379_all_features_Matched_for_GNPS_msLevel2retentionTime237.597scanNum391	C14H18O6S	[M - H]-	C14H18O6S	Terpenoids	0.536262929	Macrolides	0.228956744	Macrolide lactones	0.068424843	Benzene and substituted derivatives	0.601872623					Benzene and substituted derivatives	0.601872623	Benzenoids	0.44546771	Organic compounds; Organosulfur compounds; Ketones; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT0326
864_all_features_Matched_for_GNPS_msLevel2retentionTime234.45402scanNum898	C17H14O6	[M - H]-	C17H14O6	Shikimates and Phenylpropanoids	0.906173766	Flavonoids	0.856156707	Flavanones	0.845107555	Flavanonols	0.541367292	Flavanones	0.957439482	Flavans	0.943424523	Flavonoids	0.964617074	Phenylpropanoids and polyketides	0.993205786	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Flavanonols; Flavanones; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0326
208_all_features_Matched_for_GNPS_msLevel2retentionTime345.49098scanNum212	C15H8O8	[M - H]-	C15H8O8	Shikimates and Phenylpropanoids	0.897579849	Flavonoids	0.780628979	Flavonols	0.670230508	O-methylated flavonoids	0.809376597			O-methylated flavonoids	0.809376597	Flavonoids	0.905747533	Phenylpropanoids and polyketides	0.983620167	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonols; Flavones; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0332
498_all_features_Matched_for_GNPS_msLevel2retentionTime352.13298scanNum512	C15H8O8	[M - H]-	C15H8O8	Shikimates and Phenylpropanoids	0.840587139	Flavonoids	0.637582719	Flavonols	0.501597822	O-methylated flavonoids	0.647019088			O-methylated flavonoids	0.647019088	Flavonoids	0.749637842	Phenylpropanoids and polyketides	0.955048025	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavones; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT0332
690_all_features_Matched_for_GNPS_msLevel2retentionTime346.644scanNum717	C15H8O8	[M - H]-	C15H8O8	Shikimates and Phenylpropanoids	0.824718952	Phenolic acids (C6-C1)	0.51643908	Gallotannins	0.663019717	Hydrolyzable tannins	0.875155151			Hydrolyzable tannins	0.875155151	Tannins	0.910073817	Phenylpropanoids and polyketides	0.972966194	"Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Coumarins and derivatives; Ellagic acids and derivatives; Tannins; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Pyranones and derivatives; Hydrolyzable tannins; Isocoumarins and derivatives; Polyols; Phenol ethers; Benzenoids; 7,8-dihydroxycoumarins; Hydroxycoumarins; 1-benzopyrans; 2-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities"	FT0332
